policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name,scenario,seed,duration
116,-951,40,-413,-193,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.373,0.238,0.595,0.739,0.246,2.191,0.127,0.315,0.631,0.944,0.205,0.873,0.685,0.369,0.056,0.795,20.374,46.207,98.566,139.53,29.978,0.444,66.931,0.127,0.367,0.371,0.399,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
117,-982,134,-371,-521,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.353,0.177,0.629,0.546,0.486,2.191,0.12,0.234,0.667,0.698,0.405,0.88,0.766,0.333,0.302,0.595,19.273,34.353,104.161,103.069,59.301,0.425,64.031,0.12,0.298,0.299,0.502,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
118,-487,-70,-231,-811,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.674,0.31,0.406,0.035,0.766,2.191,0.23,0.409,0.43,0.045,0.637,0.77,0.591,0.57,0.955,0.363,36.853,60.079,67.148,6.698,93.379,0.35,52.832,0.045,0.308,0.316,0.4,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
119,-684,-320,-522,-810,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.546,0.472,0.432,0.164,0.576,2.191,0.186,0.624,0.458,0.21,0.479,0.814,0.376,0.542,0.79,0.521,29.857,91.606,71.56,31.006,70.238,0.391,58.853,0.186,0.223,0.234,0.584,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
120,-514,-540,-463,-296,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.657,0.615,0.251,0.388,0.28,2.191,0.224,0.812,0.266,0.496,0.233,0.776,0.188,0.734,0.504,0.767,35.894,119.35,41.541,73.237,34.178,0.406,60.84,0.224,0.273,0.283,0.453,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
121,-554,-361,-240,-127,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.631,0.499,0.222,0.524,0.315,2.191,0.215,0.659,0.236,0.669,0.263,0.785,0.341,0.764,0.331,0.737,34.474,96.776,36.807,98.895,38.458,0.408,61.082,0.215,0.247,0.261,0.32,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
122,-581,-300,-193,-664,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.613,0.459,0.231,0.192,0.695,2.191,0.209,0.606,0.245,0.246,0.578,0.791,0.394,0.755,0.754,0.422,33.515,89.084,38.313,36.284,84.741,0.377,56.387,0.209,0.226,0.239,0.434,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
123,-545,181,-79,-371,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.637,0.147,0.47,0.359,0.579,2.191,0.217,0.194,0.498,0.459,0.482,0.783,0.806,0.502,0.541,0.518,34.793,28.426,77.8,67.835,70.555,0.37,55.882,0.194,0.193,0.189,0.294,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
124,-615,151,-555,-909,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.166,0.76,0.055,0.619,2.191,0.202,0.219,0.805,0.07,0.515,0.798,0.781,0.195,0.93,0.485,32.307,32.209,125.787,10.381,75.468,0.362,55.231,0.07,0.397,0.394,0.558,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
125,-591,246,-470,-244,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.607,0.104,0.766,0.472,0.242,2.191,0.207,0.138,0.812,0.603,0.201,0.793,0.862,0.188,0.397,0.799,33.16,20.229,126.863,89.073,29.502,0.392,59.765,0.138,0.365,0.357,0.388,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
126,-943,234,-482,-777,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.378,0.112,0.766,0.354,0.581,2.191,0.129,0.148,0.812,0.452,0.483,0.871,0.852,0.188,0.548,0.517,20.658,21.742,126.863,66.853,70.793,0.405,61.382,0.129,0.341,0.336,0.609,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
127,-507,-354,-778,-185,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.661,0.494,0.577,0.455,0.003,2.191,0.226,0.653,0.611,0.582,0.003,0.774,0.347,0.389,0.418,0.997,36.143,95.894,95.445,86.004,0.417,0.415,62.781,0.003,0.319,0.325,0.456,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
128,-978,-382,-234,-800,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.355,0.512,0.205,0.362,0.757,2.191,0.121,0.677,0.217,0.462,0.63,0.879,0.323,0.783,0.538,0.37,19.415,99.425,33.902,68.326,92.27,0.421,62.668,0.121,0.279,0.289,0.598,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
0,-591,-254,167,-433,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.607,0.429,0.027,0.349,0.779,2.191,0.207,0.567,0.029,0.446,0.648,0.793,0.433,0.971,0.554,0.352,33.16,83.283,4.529,65.871,94.964,0.379,56.361,0.029,0.328,0.337,0.361,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
1,-445,-671,-799,-207,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.702,0.7,0.384,0.401,0.004,2.191,0.239,0.925,0.407,0.512,0.003,0.761,0.075,0.593,0.488,0.997,38.345,135.87,63.598,75.692,0.496,0.417,62.8,0.003,0.392,0.406,0.531,5.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
2,-618,-270,-105,-433,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.589,0.44,0.194,0.366,0.602,2.191,0.201,0.581,0.205,0.468,0.501,0.799,0.419,0.795,0.532,0.499,32.201,85.301,32.073,69.185,73.408,0.391,58.433,0.201,0.202,0.216,0.357,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
3,-607,185,62,-81,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.596,0.144,0.381,0.588,0.482,2.191,0.203,0.19,0.404,0.752,0.401,0.797,0.81,0.596,0.248,0.599,32.592,27.922,63.06,111.048,58.746,0.39,58.673,0.19,0.268,0.271,0.234,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
4,-983,-177,-877,-712,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.352,0.379,0.756,0.422,0.282,2.191,0.12,0.501,0.801,0.54,0.234,0.88,0.499,0.199,0.46,0.766,19.238,73.573,125.141,79.743,34.337,0.439,66.406,0.12,0.31,0.304,0.687,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
5,-961,3,98,-796,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.366,0.262,0.239,0.353,0.97,2.191,0.125,0.346,0.254,0.452,0.807,0.875,0.654,0.746,0.548,0.193,20.019,50.873,39.604,66.73,118.265,0.397,59.098,0.125,0.303,0.315,0.464,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
6,-965,39,298,-598,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.364,0.239,0.133,0.485,0.971,2.191,0.124,0.315,0.141,0.619,0.808,0.876,0.685,0.859,0.381,0.192,19.877,46.333,21.959,91.529,118.423,0.402,59.624,0.124,0.358,0.368,0.475,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
7,-969,-63,-284,-521,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.361,0.305,0.445,0.537,0.543,2.191,0.123,0.403,0.471,0.687,0.452,0.877,0.597,0.529,0.313,0.548,19.735,59.196,73.604,101.473,66.196,0.427,64.041,0.123,0.222,0.224,0.459,5.0,4.0,1.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
8,-967,-463,-898,-736,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.362,0.565,0.584,0.396,0.284,2.191,0.124,0.746,0.619,0.506,0.236,0.876,0.254,0.381,0.494,0.764,19.806,109.639,96.629,74.833,34.574,0.446,67.096,0.124,0.288,0.292,0.766,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
9,-607,374,-31,-1,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.596,0.021,0.564,0.64,0.369,2.191,0.203,0.028,0.598,0.818,0.307,0.797,0.972,0.402,0.182,0.693,32.592,4.087,93.401,120.869,45.036,0.391,59.197,0.028,0.398,0.404,0.253,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
10,-988,280,301,-373,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.349,0.082,0.287,0.646,0.827,2.191,0.119,0.109,0.305,0.826,0.688,0.881,0.891,0.695,0.174,0.312,19.06,15.941,47.566,121.974,100.829,0.409,61.074,0.109,0.385,0.392,0.486,5.0,3.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
11,-984,13,-168,-800,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.351,0.256,0.419,0.366,0.8,2.191,0.12,0.338,0.444,0.467,0.666,0.88,0.662,0.556,0.533,0.334,19.202,49.612,69.3,69.063,97.501,0.407,60.936,0.12,0.231,0.24,0.491,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
12,-552,-410,-71,-587,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.632,0.531,0.081,0.223,0.724,2.191,0.216,0.701,0.085,0.285,0.603,0.784,0.299,0.915,0.715,0.397,34.545,102.956,13.351,42.177,88.307,0.378,56.267,0.085,0.331,0.342,0.405,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
13,-962,322,-559,-793,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.366,0.055,0.874,0.356,0.541,2.191,0.125,0.072,0.926,0.455,0.45,0.875,0.928,0.074,0.545,0.55,19.984,10.645,144.616,67.221,65.958,0.406,61.685,0.072,0.409,0.402,0.659,4.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
14,-512,-294,-757,-237,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.658,0.455,0.602,0.425,0.051,2.191,0.224,0.601,0.638,0.543,0.042,0.776,0.399,0.362,0.457,0.958,35.965,88.327,99.642,80.234,6.202,0.41,62.074,0.042,0.308,0.306,0.45,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
15,-489,-334,-472,-263,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.673,0.481,0.391,0.393,0.253,2.191,0.23,0.636,0.414,0.502,0.211,0.77,0.364,0.586,0.498,0.789,36.782,93.372,64.674,74.219,30.85,0.398,59.979,0.211,0.217,0.225,0.389,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
16,-589,-826,-946,-729,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.608,0.801,0.379,0.155,0.248,2.191,0.207,1.058,0.402,0.198,0.206,0.793,0.058,0.598,0.802,0.794,33.231,155.417,62.737,29.287,30.216,0.414,62.177,0.198,0.366,0.37,0.773,4.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
17,-903,-119,-939,-543,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.404,0.342,0.834,0.48,0.131,2.191,0.138,0.451,0.884,0.614,0.109,0.862,0.549,0.116,0.386,0.891,22.079,66.258,138.053,90.669,16.03,0.439,66.618,0.109,0.375,0.369,0.626,5.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
18,-904,76,-839,-292,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.403,0.215,0.896,0.644,0.033,2.191,0.138,0.284,0.949,0.823,0.028,0.862,0.716,0.051,0.177,0.972,22.044,41.667,148.274,121.606,4.062,0.444,67.531,0.028,0.46,0.455,0.528,4.0,3.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
19,-997,134,-59,-969,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.343,0.177,0.426,0.264,0.98,2.191,0.117,0.234,0.452,0.338,0.816,0.883,0.766,0.548,0.662,0.184,18.741,34.353,70.591,49.911,119.533,0.391,58.626,0.117,0.325,0.33,0.54,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
20,-993,-449,-412,-247,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.346,0.556,0.277,0.731,0.282,2.191,0.118,0.734,0.294,0.934,0.234,0.882,0.266,0.706,0.066,0.766,18.883,107.874,45.845,138.057,34.337,0.463,68.999,0.118,0.362,0.369,0.525,5.0,3.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
21,-600,-137,-665,-121,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.601,0.353,0.644,0.557,0.035,2.191,0.205,0.466,0.683,0.713,0.029,0.795,0.534,0.317,0.287,0.971,32.84,68.528,106.635,105.278,4.3,0.419,63.516,0.029,0.349,0.352,0.381,5.0,3.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
22,-600,-714,-584,-952,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.601,0.728,0.217,0.017,0.628,2.191,0.205,0.962,0.229,0.022,0.523,0.795,0.038,0.771,0.978,0.477,32.84,141.293,35.838,3.261,76.578,0.388,57.962,0.022,0.441,0.453,0.712,5.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
23,-985,217,-23,-557,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.351,0.123,0.457,0.524,0.736,2.191,0.12,0.163,0.484,0.67,0.613,0.88,0.837,0.516,0.33,0.387,19.167,23.886,75.648,99.017,89.734,0.41,61.49,0.12,0.293,0.303,0.446,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
24,-536,-730,-287,-537,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.643,0.739,0.013,0.245,0.551,2.191,0.219,0.976,0.014,0.314,0.459,0.781,0.024,0.986,0.686,0.541,35.113,143.31,2.162,46.351,67.226,0.396,58.832,0.014,0.428,0.437,0.522,4.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
25,-914,-297,-477,-754,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.397,0.457,0.418,0.35,0.569,2.191,0.135,0.604,0.443,0.447,0.474,0.865,0.396,0.557,0.553,0.526,21.688,88.706,69.193,66.116,69.366,0.421,63.014,0.135,0.174,0.184,0.61,5.0,5.0,1.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
26,-985,-662,-954,-376,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.351,0.694,0.491,0.642,0.013,2.191,0.12,0.917,0.52,0.821,0.011,0.88,0.083,0.48,0.179,0.989,19.167,134.735,81.243,121.238,1.606,0.478,71.598,0.011,0.412,0.421,0.744,5.0,3.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
27,-581,-682,-287,-938,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.613,0.707,0.044,0.014,0.812,2.191,0.209,0.934,0.047,0.018,0.676,0.791,0.066,0.953,0.982,0.324,33.515,137.257,7.326,2.647,99.006,0.377,55.95,0.018,0.516,0.523,0.622,5.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
28,-615,358,-350,-184,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.031,0.761,0.526,0.281,2.191,0.202,0.042,0.807,0.673,0.234,0.798,0.958,0.193,0.327,0.766,32.307,6.105,126.002,99.386,34.257,0.391,59.611,0.042,0.412,0.409,0.377,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
29,-954,-213,241,-333,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.371,0.403,0.006,0.65,0.762,2.191,0.126,0.532,0.006,0.831,0.634,0.874,0.468,0.994,0.169,0.366,20.268,78.112,0.978,122.711,92.904,0.426,62.995,0.006,0.401,0.405,0.435,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
30,-619,157,22,-973,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.589,0.162,0.389,0.016,1.036,2.191,0.201,0.214,0.412,0.02,0.862,0.799,0.786,0.588,0.98,0.138,32.165,31.453,64.351,3.015,126.269,0.342,51.451,0.02,0.434,0.443,0.443,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
31,-834,-491,-932,-405,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.449,0.583,0.588,0.525,0.046,2.191,0.153,0.77,0.623,0.671,0.039,0.847,0.23,0.377,0.329,0.961,24.53,113.17,97.275,99.14,5.647,0.451,67.952,0.039,0.341,0.351,0.666,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
32,-611,265,476,-24,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.594,0.092,0.164,0.628,0.714,2.191,0.202,0.121,0.174,0.802,0.594,0.798,0.879,0.826,0.198,0.406,32.449,17.833,27.123,118.537,87.039,0.379,56.596,0.121,0.369,0.376,0.344,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
33,-935,133,-759,-953,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.178,0.881,0.234,0.515,2.191,0.131,0.235,0.934,0.3,0.429,0.869,0.765,0.066,0.7,0.571,20.943,34.479,145.799,44.264,62.788,0.405,61.655,0.131,0.361,0.355,0.695,4.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
34,-559,-54,82,-180,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.628,0.299,0.213,0.492,0.559,2.191,0.214,0.395,0.225,0.629,0.465,0.786,0.605,0.775,0.371,0.535,34.296,58.061,35.193,93.002,68.177,0.386,57.746,0.214,0.208,0.222,0.219,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
35,-499,352,464,-153,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.667,0.035,0.228,0.471,0.79,2.191,0.227,0.047,0.242,0.602,0.657,0.773,0.953,0.758,0.398,0.343,36.427,6.862,37.775,88.951,96.312,0.355,53.265,0.047,0.348,0.36,0.367,5.0,5.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
36,-960,104,-476,-313,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.367,0.197,0.678,0.667,0.283,2.191,0.125,0.26,0.719,0.852,0.235,0.875,0.74,0.281,0.148,0.765,20.055,38.136,112.23,125.903,34.495,0.438,66.164,0.125,0.35,0.354,0.463,5.0,3.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
37,-953,-217,-731,-209,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.372,0.405,0.635,0.73,0.05,2.191,0.127,0.535,0.673,0.933,0.041,0.873,0.465,0.327,0.067,0.959,20.303,78.617,105.129,137.811,6.044,0.462,69.581,0.041,0.401,0.404,0.528,5.0,3.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
38,-578,-594,-423,-209,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.615,0.65,0.19,0.486,0.25,2.191,0.21,0.859,0.201,0.621,0.208,0.79,0.141,0.799,0.379,0.792,33.621,126.16,31.427,91.774,30.453,0.42,62.687,0.201,0.321,0.329,0.451,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
39,-828,-570,-127,-368,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.453,0.635,0.013,0.545,0.546,2.191,0.154,0.838,0.014,0.697,0.454,0.846,0.162,0.986,0.303,0.546,24.743,123.133,2.162,102.946,66.513,0.431,63.899,0.014,0.401,0.406,0.473,5.0,3.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
40,-994,228,62,-885,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.345,0.116,0.409,0.317,1.004,2.191,0.118,0.153,0.433,0.405,0.836,0.882,0.847,0.567,0.595,0.164,18.847,22.499,67.686,59.855,122.465,0.389,58.27,0.118,0.347,0.353,0.542,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
41,-600,92,-732,-170,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.601,0.204,0.837,0.526,0.024,2.191,0.205,0.27,0.887,0.672,0.02,0.795,0.73,0.113,0.328,0.98,32.84,39.65,138.483,99.263,2.874,0.411,62.622,0.02,0.431,0.429,0.398,5.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
42,-943,-678,-350,-192,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.378,0.705,0.088,0.734,0.286,2.191,0.129,0.931,0.093,0.939,0.238,0.871,0.069,0.907,0.061,0.762,20.658,136.753,14.535,138.67,34.891,0.466,69.102,0.093,0.422,0.428,0.541,5.0,3.0,3.0,3.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
43,-513,298,-490,-802,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.658,0.07,0.813,0.058,0.592,2.191,0.224,0.093,0.862,0.074,0.492,0.776,0.907,0.138,0.926,0.508,35.93,13.671,134.61,10.995,72.14,0.349,53.469,0.074,0.457,0.452,0.526,5.0,4.0,3.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
44,-953,-610,-251,-803,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.372,0.661,0.068,0.344,0.748,2.191,0.127,0.873,0.072,0.439,0.622,0.873,0.127,0.928,0.561,0.378,20.303,128.177,11.199,64.889,91.16,0.426,63.146,0.072,0.386,0.393,0.654,5.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
45,-837,283,-40,-193,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.447,0.08,0.511,0.665,0.488,2.191,0.152,0.106,0.542,0.85,0.406,0.848,0.894,0.458,0.15,0.594,24.423,15.563,84.578,125.535,59.539,0.411,61.928,0.106,0.362,0.365,0.338,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
46,-477,164,-549,-394,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.681,0.158,0.764,0.3,0.288,2.191,0.232,0.208,0.81,0.384,0.24,0.768,0.792,0.19,0.616,0.76,37.208,30.57,126.54,56.663,35.129,0.375,57.222,0.208,0.298,0.289,0.396,5.0,4.0,3.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
47,-979,-779,-631,-816,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.355,0.771,0.205,0.352,0.509,2.191,0.121,1.018,0.217,0.45,0.424,0.879,0.018,0.783,0.55,0.576,19.38,149.49,33.902,66.485,62.075,0.446,66.266,0.121,0.353,0.364,0.801,4.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
48,-921,-755,-887,-693,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.392,0.755,0.387,0.394,0.263,2.191,0.134,0.997,0.41,0.504,0.219,0.866,0.003,0.59,0.496,0.781,21.44,146.463,64.028,74.464,32.038,0.453,67.687,0.134,0.346,0.356,0.814,4.0,4.0,2.0,4.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
49,-976,-165,-7,-941,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.357,0.371,0.198,0.269,0.996,2.191,0.122,0.491,0.21,0.344,0.829,0.878,0.509,0.79,0.656,0.171,19.486,72.059,32.826,50.771,121.435,0.399,59.315,0.122,0.328,0.34,0.522,5.0,4.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
50,-616,-345,-538,-684,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.488,0.426,0.202,0.484,2.191,0.201,0.645,0.452,0.258,0.403,0.799,0.355,0.548,0.742,0.597,32.272,94.759,70.591,38.126,58.984,0.392,58.946,0.201,0.214,0.221,0.546,5.0,5.0,2.0,5.0,Supplied Demand Deficit,rep_scen_HIGH,1,58.0
